epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,5307.43,0.69792,0.44183,0.86349,0.99889,0.98845,0.995,0.74677,0.99731,0.45701,0.97505,0.000243437,0.000243437,0.000243437
187,5336.86,0.69159,0.4531,0.87128,0.99847,0.9992,0.995,0.75031,1.01623,0.44631,0.98388,0.000241375,0.000241375,0.000241375
188,5366.79,0.69053,0.45352,0.86798,0.9989,1,0.995,0.74916,0.99703,0.44954,0.98034,0.000239313,0.000239313,0.000239313
189,5394.65,0.66913,0.43162,0.86553,0.99871,0.99916,0.995,0.75057,0.99859,0.43782,0.97221,0.00023725,0.00023725,0.00023725
190,5423.36,0.67796,0.4465,0.87136,0.98373,0.99321,0.99456,0.75731,0.97964,0.46047,0.96402,0.000235188,0.000235188,0.000235188
191,5452.32,0.70127,0.44525,0.87622,0.98347,0.97506,0.99402,0.75771,0.98705,0.50348,0.9763,0.000233125,0.000233125,0.000233125
192,5479.26,0.66705,0.42432,0.86765,0.96276,0.9799,0.99311,0.77374,0.97854,0.491,0.97446,0.000231062,0.000231062,0.000231062
193,5506.01,0.6707,0.42199,0.88121,0.9776,0.98022,0.99352,0.76864,0.99046,0.50113,0.98112,0.000229,0.000229,0.000229
194,5532.95,0.66896,0.42767,0.87562,0.97734,0.98012,0.99402,0.76248,0.98013,0.49932,0.97771,0.000226938,0.000226938,0.000226938
195,5559.7,0.69834,0.44123,0.87647,0.98525,0.97927,0.99132,0.76498,1.01062,0.51093,0.9804,0.000224875,0.000224875,0.000224875
196,5587.53,0.67974,0.43574,0.87892,0.96539,0.98027,0.98993,0.74817,1.03005,0.5149,0.98795,0.000222813,0.000222813,0.000222813
197,5613.4,0.67779,0.42604,0.87059,0.98352,0.98148,0.99402,0.7489,1.00656,0.47789,0.98242,0.00022075,0.00022075,0.00022075
198,5640.29,0.68483,0.43511,0.87454,0.99587,0.98195,0.995,0.74864,1.00979,0.45091,0.97665,0.000218688,0.000218688,0.000218688
199,5667.53,0.6642,0.41698,0.86844,0.99863,0.98355,0.995,0.75305,1.00418,0.45058,0.97638,0.000216625,0.000216625,0.000216625
200,5694.75,0.62655,0.40353,0.86712,0.99501,0.99521,0.995,0.76092,0.98194,0.43239,0.96919,0.000214562,0.000214562,0.000214562
201,5722.33,0.65872,0.42807,0.86119,1,0.9852,0.995,0.76208,0.97016,0.45638,0.9617,0.0002125,0.0002125,0.0002125
202,5749.38,0.65808,0.43213,0.87008,0.97245,0.99851,0.99456,0.76168,0.96484,0.4809,0.96188,0.000210437,0.000210437,0.000210437
203,5776.1,0.64753,0.41469,0.86281,0.97246,0.99862,0.99456,0.75762,0.96705,0.46105,0.96245,0.000208375,0.000208375,0.000208375
204,5802.83,0.6438,0.43493,0.86655,0.97289,0.99879,0.99456,0.77601,0.96444,0.4528,0.96328,0.000206313,0.000206313,0.000206313
205,5829.92,0.62365,0.40573,0.86624,1,0.97925,0.995,0.7678,0.97022,0.46513,0.96953,0.00020425,0.00020425,0.00020425
206,5856.96,0.63469,0.41589,0.8624,0.9841,0.98763,0.99456,0.77409,0.97726,0.45598,0.96308,0.000202188,0.000202188,0.000202188
207,5883.65,0.63921,0.40863,0.85207,0.98399,0.99059,0.99456,0.76012,1.00228,0.45957,0.9691,0.000200125,0.000200125,0.000200125
208,5912.48,0.6397,0.39538,0.84642,0.98405,0.9911,0.99456,0.74993,1.01508,0.47382,0.97343,0.000198063,0.000198063,0.000198063
209,5938.98,0.64419,0.40261,0.86955,0.9841,0.98782,0.99456,0.74194,1.02989,0.47548,0.97413,0.000196,0.000196,0.000196
210,5966.77,0.64019,0.4031,0.85345,0.97268,0.99885,0.99456,0.74453,1.01661,0.4843,0.96953,0.000193938,0.000193938,0.000193938
211,5993.33,0.6377,0.4141,0.85008,0.97367,0.99881,0.99456,0.7436,0.98538,0.46931,0.96791,0.000191875,0.000191875,0.000191875
212,6022.3,0.6526,0.42272,0.861,1,0.98387,0.995,0.74868,0.98012,0.44896,0.96568,0.000189812,0.000189812,0.000189812
213,6051.13,0.62616,0.41476,0.86838,0.99723,0.98737,0.995,0.74321,1.0072,0.43955,0.97623,0.00018775,0.00018775,0.00018775
214,6080.61,0.64311,0.41589,0.85283,0.99538,0.9814,0.995,0.75889,1.00164,0.44537,0.97158,0.000185688,0.000185688,0.000185688
215,6108.75,0.62923,0.40597,0.8628,0.98216,0.98275,0.99456,0.75464,0.9984,0.46202,0.97014,0.000183625,0.000183625,0.000183625
216,6137.22,0.63166,0.39778,0.86762,0.98036,0.98846,0.99456,0.74991,0.99995,0.47515,0.97363,0.000181563,0.000181563,0.000181563
217,6165.05,0.63563,0.41092,0.85936,0.9977,0.98313,0.995,0.75681,0.98117,0.44685,0.97072,0.0001795,0.0001795,0.0001795
218,6193.57,0.6727,0.42059,0.86947,0.99653,0.98241,0.995,0.75755,0.99239,0.4439,0.96908,0.000177437,0.000177437,0.000177437
219,6221.36,0.61462,0.40256,0.85509,0.9726,0.99768,0.99456,0.74771,0.99643,0.45016,0.97532,0.000175375,0.000175375,0.000175375
220,6249.4,0.63082,0.41584,0.85737,0.98401,0.98621,0.99456,0.75084,0.99583,0.45516,0.9689,0.000173313,0.000173313,0.000173313
221,6277.08,0.63879,0.41416,0.86712,0.98407,0.98765,0.99456,0.75382,0.99133,0.45053,0.97008,0.00017125,0.00017125,0.00017125
222,6304.42,0.58908,0.3845,0.84864,0.97431,0.99737,0.99456,0.75458,0.98553,0.46297,0.97429,0.000169188,0.000169188,0.000169188
223,6333.76,0.61565,0.38186,0.85532,0.97849,0.99274,0.99456,0.75843,0.97325,0.45437,0.96835,0.000167125,0.000167125,0.000167125
224,6361.74,0.60806,0.38797,0.85492,0.98081,0.98148,0.99402,0.76537,0.9859,0.45435,0.97299,0.000165063,0.000165063,0.000165063
225,6389.91,0.62658,0.40341,0.8561,0.98222,0.98148,0.99402,0.75791,0.97482,0.46929,0.97431,0.000163,0.000163,0.000163
226,6415.34,0.61163,0.39544,0.85781,0.98216,0.98148,0.99352,0.75477,0.98329,0.48213,0.96929,0.000160938,0.000160938,0.000160938
227,6440.3,0.63337,0.39973,0.86264,0.98231,0.98148,0.99352,0.75223,0.99213,0.48078,0.97779,0.000158875,0.000158875,0.000158875
228,6465.78,0.61172,0.40981,0.85845,0.98175,0.98148,0.99306,0.75416,0.9938,0.467,0.97709,0.000156812,0.000156812,0.000156812
229,6491.87,0.66656,0.43852,0.85573,0.98211,0.98148,0.99222,0.74708,1.02797,0.46897,0.97988,0.00015475,0.00015475,0.00015475
230,6516.94,0.61924,0.38338,0.85023,0.98216,0.98148,0.99177,0.75088,1.01947,0.47703,0.97852,0.000152688,0.000152688,0.000152688
231,6543.01,0.67924,0.42617,0.87294,0.98234,0.98148,0.99222,0.74756,1.01794,0.49901,0.98536,0.000150625,0.000150625,0.000150625
232,6569.14,0.60229,0.40727,0.86519,0.98234,0.98148,0.99306,0.7423,1.02735,0.49557,0.98912,0.000148563,0.000148563,0.000148563
233,6595.89,0.64762,0.40536,0.86812,0.98128,0.98148,0.99402,0.74385,1.03003,0.4904,0.99316,0.0001465,0.0001465,0.0001465
234,6622.85,0.60697,0.37948,0.84881,0.98116,0.98148,0.99402,0.75705,1.0086,0.47505,0.98682,0.000144438,0.000144438,0.000144438
235,6649.1,0.61985,0.39725,0.86338,0.9815,0.98148,0.99402,0.75539,0.99509,0.46417,0.98125,0.000142375,0.000142375,0.000142375
236,6676.11,0.6089,0.40024,0.84646,0.97238,0.99862,0.99456,0.74825,0.98905,0.46976,0.97644,0.000140313,0.000140313,0.000140313
237,6703.17,0.62117,0.39957,0.85814,1,0.98392,0.995,0.7508,0.98221,0.4463,0.97771,0.00013825,0.00013825,0.00013825
238,6731.13,0.59818,0.38256,0.85723,0.99801,0.98513,0.995,0.75451,0.98239,0.43728,0.9788,0.000136187,0.000136187,0.000136187
239,6768.18,0.55386,0.36947,0.84425,0.98913,0.99833,0.995,0.77543,0.9736,0.41747,0.96741,0.000134125,0.000134125,0.000134125
240,6800.75,0.62757,0.40896,0.85539,0.99271,0.99845,0.995,0.7707,0.96643,0.42153,0.9646,0.000132063,0.000132063,0.000132063
241,6831.94,0.59289,0.38327,0.85229,0.99347,0.99832,0.995,0.76754,0.95751,0.42935,0.95861,0.00013,0.00013,0.00013
242,6861.16,0.60357,0.38621,0.84877,0.9934,0.99836,0.995,0.75038,0.96807,0.43,0.9665,0.000127937,0.000127937,0.000127937
243,6889.07,0.57704,0.37931,0.83898,0.99102,0.99827,0.995,0.75914,0.97649,0.42581,0.97345,0.000125875,0.000125875,0.000125875
244,6918.75,0.58007,0.36788,0.83325,0.99816,0.98472,0.995,0.76657,0.964,0.41732,0.96924,0.000123812,0.000123812,0.000123812
245,6948.15,0.58244,0.37035,0.83988,0.9941,0.98277,0.995,0.76421,0.96281,0.42994,0.96432,0.00012175,0.00012175,0.00012175
246,6978.37,0.57136,0.38533,0.84531,0.97238,0.99752,0.995,0.76245,0.97828,0.45345,0.96521,0.000119688,0.000119688,0.000119688
247,7007.24,0.58382,0.37379,0.85953,0.97239,0.99727,0.995,0.76035,0.97634,0.4502,0.96296,0.000117625,0.000117625,0.000117625
248,7036.18,0.58604,0.39656,0.84931,0.97243,0.99773,0.99456,0.75664,0.98494,0.43942,0.96522,0.000115562,0.000115562,0.000115562
249,7063.83,0.58325,0.3835,0.86709,0.97242,0.99846,0.99456,0.75839,0.98235,0.43,0.97121,0.0001135,0.0001135,0.0001135
250,7092.34,0.56688,0.3779,0.84031,0.99881,0.98286,0.995,0.75621,0.96423,0.42399,0.96738,0.000111438,0.000111438,0.000111438
251,7121.25,0.59879,0.38918,0.85539,0.99673,0.98269,0.995,0.77185,0.95436,0.43121,0.96555,0.000109375,0.000109375,0.000109375
252,7148.67,0.59392,0.37329,0.85258,0.99537,0.98266,0.995,0.77615,0.97468,0.43449,0.97441,0.000107312,0.000107312,0.000107312
253,7176.54,0.57189,0.36762,0.84282,0.99751,0.98333,0.995,0.77169,0.9621,0.42255,0.97024,0.00010525,0.00010525,0.00010525
254,7205.23,0.64264,0.4044,0.86044,0.9978,0.98343,0.995,0.76414,0.97078,0.41921,0.9715,0.000103187,0.000103187,0.000103187
255,7235.13,0.60386,0.38225,0.85454,0.99737,0.98295,0.995,0.76715,0.9896,0.42413,0.98433,0.000101125,0.000101125,0.000101125
256,7263.61,0.58685,0.38404,0.85733,0.99706,0.98272,0.995,0.77562,0.98478,0.42163,0.98023,9.90625e-05,9.90625e-05,9.90625e-05
257,7290.16,0.5839,0.38516,0.84448,0.9971,0.98275,0.995,0.77867,0.98666,0.41937,0.97787,9.7e-05,9.7e-05,9.7e-05
258,7319.1,0.59633,0.37476,0.8479,0.99677,0.98296,0.995,0.76762,0.98913,0.42759,0.98082,9.49375e-05,9.49375e-05,9.49375e-05
259,7347.48,0.5921,0.39059,0.84272,0.99759,0.98148,0.99446,0.77103,0.98635,0.43485,0.97542,9.2875e-05,9.2875e-05,9.2875e-05
260,7375.99,0.58591,0.38571,0.8515,0.99742,0.98434,0.995,0.75882,0.98879,0.42603,0.97215,9.08125e-05,9.08125e-05,9.08125e-05
261,7405.28,0.60119,0.39557,0.84497,0.9978,0.98444,0.995,0.75994,0.98951,0.41851,0.97434,8.875e-05,8.875e-05,8.875e-05
262,7435.08,0.6045,0.37944,0.84227,0.99743,0.98356,0.995,0.76895,0.9837,0.4203,0.97343,8.66875e-05,8.66875e-05,8.66875e-05
263,7464.17,0.58694,0.39063,0.84734,0.99689,0.98278,0.995,0.76585,0.98512,0.43037,0.97432,8.4625e-05,8.4625e-05,8.4625e-05
264,7493.14,0.55539,0.35233,0.84495,0.99536,0.98259,0.995,0.76642,0.98927,0.44002,0.97594,8.25625e-05,8.25625e-05,8.25625e-05
265,7524.06,0.55832,0.35779,0.84417,0.9724,0.99766,0.99456,0.77003,0.98446,0.44757,0.97189,8.05e-05,8.05e-05,8.05e-05
266,7553.29,0.59558,0.38003,0.8549,0.97242,0.99683,0.99456,0.77808,0.96843,0.44788,0.96504,7.84375e-05,7.84375e-05,7.84375e-05
267,7579.36,0.55919,0.36203,0.84525,0.97243,0.99617,0.99412,0.76807,0.97324,0.45204,0.96554,7.6375e-05,7.6375e-05,7.6375e-05
268,7604.69,0.57432,0.37488,0.85812,0.9724,0.99706,0.99456,0.76405,0.99687,0.45634,0.97019,7.43125e-05,7.43125e-05,7.43125e-05
269,7629.84,0.57703,0.37984,0.84416,0.97244,0.99813,0.99456,0.75919,0.98044,0.44332,0.96504,7.225e-05,7.225e-05,7.225e-05
270,7654.82,0.55732,0.36844,0.84572,0.97244,0.99873,0.99456,0.76584,0.96803,0.43634,0.96399,7.01875e-05,7.01875e-05,7.01875e-05
271,7679.75,0.54696,0.35943,0.83717,0.97246,0.99885,0.99456,0.77066,0.96429,0.43565,0.96597,6.8125e-05,6.8125e-05,6.8125e-05
272,7705.68,0.56518,0.36451,0.85024,0.97262,0.99884,0.99456,0.77694,0.96672,0.43006,0.96809,6.60625e-05,6.60625e-05,6.60625e-05
273,7731.17,0.56325,0.36526,0.84141,0.97261,0.99886,0.99456,0.77809,0.96332,0.42867,0.96741,6.4e-05,6.4e-05,6.4e-05
274,7756.93,0.55306,0.36807,0.84228,0.97235,0.99885,0.99456,0.77285,0.96094,0.43166,0.96702,6.19375e-05,6.19375e-05,6.19375e-05
275,7782.4,0.55479,0.36062,0.83697,0.97235,0.99826,0.99456,0.77097,0.96286,0.43426,0.96912,5.9875e-05,5.9875e-05,5.9875e-05
276,7808.21,0.55836,0.37513,0.84084,0.97241,0.99731,0.99456,0.76861,0.96306,0.43558,0.97158,5.78125e-05,5.78125e-05,5.78125e-05
277,7833.91,0.56168,0.36755,0.84603,0.98408,0.98365,0.99456,0.76371,0.96235,0.43463,0.96885,5.575e-05,5.575e-05,5.575e-05
278,7859.45,0.54746,0.35952,0.83784,0.98396,0.98328,0.99456,0.76572,0.9647,0.43461,0.96676,5.36875e-05,5.36875e-05,5.36875e-05
279,7885.04,0.53057,0.34976,0.83987,0.98411,0.98359,0.99456,0.76294,0.96827,0.43252,0.96589,5.1625e-05,5.1625e-05,5.1625e-05
280,7911.25,0.57112,0.36586,0.84667,0.97248,0.9966,0.99456,0.77349,0.96429,0.42945,0.9626,4.95625e-05,4.95625e-05,4.95625e-05
281,7936.73,0.55146,0.36257,0.83478,0.97239,0.9979,0.99456,0.77828,0.96781,0.42578,0.96245,4.75e-05,4.75e-05,4.75e-05
282,7962.59,0.55636,0.36767,0.84353,0.97239,0.9979,0.99456,0.77688,0.97423,0.43033,0.96423,4.54375e-05,4.54375e-05,4.54375e-05
283,7988.42,0.57401,0.36732,0.83526,0.97236,0.99818,0.99456,0.77345,0.97838,0.42906,0.96466,4.3375e-05,4.3375e-05,4.3375e-05
284,8013.83,0.55982,0.35597,0.84473,0.97239,0.99782,0.99412,0.76624,0.98254,0.4303,0.96577,4.13125e-05,4.13125e-05,4.13125e-05
285,8039.88,0.54616,0.37,0.85749,0.97243,0.99712,0.99368,0.77533,0.97502,0.43153,0.96376,3.925e-05,3.925e-05,3.925e-05
286,8065.28,0.52886,0.35616,0.83537,0.97241,0.99677,0.99368,0.77291,0.96951,0.4379,0.96398,3.71875e-05,3.71875e-05,3.71875e-05
287,8091.35,0.54759,0.34578,0.83947,0.97247,0.99613,0.99412,0.76954,0.96894,0.44418,0.96514,3.5125e-05,3.5125e-05,3.5125e-05
288,8116.86,0.53874,0.35183,0.84897,0.9725,0.99599,0.99412,0.76782,0.97056,0.44392,0.96377,3.30625e-05,3.30625e-05,3.30625e-05
289,8142.21,0.54883,0.36092,0.84842,0.97249,0.99614,0.99412,0.76614,0.96976,0.44763,0.96087,3.1e-05,3.1e-05,3.1e-05
290,8167.34,0.57004,0.35623,0.84618,0.98284,0.98148,0.99314,0.7774,0.96172,0.4438,0.95601,2.89375e-05,2.89375e-05,2.89375e-05
291,8192.33,0.44736,0.30179,0.80661,0.98405,0.98318,0.99368,0.7737,0.96027,0.44988,0.95503,2.6875e-05,2.6875e-05,2.6875e-05
292,8217.67,0.45734,0.30408,0.80839,0.98394,0.98278,0.99456,0.76643,0.96228,0.44737,0.95634,2.48125e-05,2.48125e-05,2.48125e-05
293,8242.49,0.481,0.30321,0.80693,0.98396,0.9829,0.99456,0.75875,0.96607,0.44951,0.95739,2.275e-05,2.275e-05,2.275e-05
294,8267.83,0.47499,0.31617,0.80735,0.98405,0.98319,0.99456,0.75906,0.96465,0.4528,0.9567,2.06875e-05,2.06875e-05,2.06875e-05
295,8292.88,0.47069,0.3222,0.8251,0.98399,0.98319,0.99412,0.76556,0.95838,0.44963,0.9529,1.8625e-05,1.8625e-05,1.8625e-05
296,8317.92,0.45125,0.30808,0.80907,0.98398,0.9833,0.99412,0.77014,0.9544,0.44673,0.95191,1.65625e-05,1.65625e-05,1.65625e-05
297,8343.47,0.45809,0.30509,0.80739,0.98396,0.98301,0.99368,0.76553,0.95877,0.44958,0.95503,1.45e-05,1.45e-05,1.45e-05
298,8368.48,0.47478,0.30052,0.81295,0.98313,0.98148,0.99314,0.76499,0.96047,0.45114,0.95764,1.24375e-05,1.24375e-05,1.24375e-05
299,8392.84,0.46905,0.3107,0.82775,0.98305,0.98148,0.99314,0.76549,0.95792,0.45154,0.95633,1.0375e-05,1.0375e-05,1.0375e-05
300,8417.33,0.44169,0.29995,0.81164,0.98292,0.98148,0.99314,0.76464,0.95963,0.45348,0.95741,8.3125e-06,8.3125e-06,8.3125e-06
